signal_id,signal_name,customer_id,detected_date,evidence_metric_1,evidence_metric_2,segment,behavioral_state,signal_strength,explanation,signal_limitation
2652,POSITIVE_MOMENTUM,16747,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),Unsegmented (Insufficient History),EMERGING,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Customer has insufficient longitudinal history (<2 orders or <90 days tenure). | Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
2653,POSITIVE_MOMENTUM,16748,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),High-Value Stable,ENGAGED,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
2654,HISTORICAL_VALUE_DORMANT,16749,2011-12-31,"Historical Value: 4,157.88 (>= P80: 2,910.08)",Inactivity: 591 days since last purchase (> 120d),Low-Activity / Long-Recency,DORMANT,High,"Tier-1 historical customer (4,157.88 total spend) has lapsed into dormancy with 591 days of elapsed inactivity.",Zero baseline in prior 90-day comparison window. | Wholesaler may have discontinued lines or shifted supplier accounts entirely.
2655,EMERGING_BROADENING,16751,2011-12-31,State: EMERGING (Tenure: 30 days),Breadth Growth: +100.0% unique SKUs,Unsegmented (Insufficient History),EMERGING,High,Recently acquired customer is expanding across product categories (+100.0% breadth in recent window).,Customer has insufficient longitudinal history (<2 orders or <90 days tenure). | Zero baseline in prior 90-day comparison window. | Early purchasing breadth may reflect initial sample exploration rather than recurring catalog demand.
2656,POSITIVE_MOMENTUM,16751,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),Unsegmented (Insufficient History),EMERGING,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Customer has insufficient longitudinal history (<2 orders or <90 days tenure). | Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
2657,EMERGING_BROADENING,16753,2011-12-31,State: EMERGING (Tenure: 58 days),Breadth Growth: +100.0% unique SKUs,Unsegmented (Insufficient History),EMERGING,High,Recently acquired customer is expanding across product categories (+100.0% breadth in recent window).,Customer has insufficient longitudinal history (<2 orders or <90 days tenure). | Zero baseline in prior 90-day comparison window. | Early purchasing breadth may reflect initial sample exploration rather than recurring catalog demand.
2658,POSITIVE_MOMENTUM,16753,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),Unsegmented (Insufficient History),EMERGING,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Customer has insufficient longitudinal history (<2 orders or <90 days tenure). | Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
2659,HISTORICAL_VALUE_DORMANT,16754,2011-12-31,"Historical Value: 65,500.07 (>= P80: 2,910.08)",Inactivity: 372 days since last purchase (> 120d),High-Value Stable,DORMANT,High,"Tier-1 historical customer (65,500.07 total spend) has lapsed into dormancy with 372 days of elapsed inactivity.",Elevated customer reversal/return rate (>10% of total spend). | Zero baseline in prior 90-day comparison window. | Wholesaler may have discontinued lines or shifted supplier accounts entirely.
2660,BROAD_ENGAGEMENT_SOFTENING,16755,2011-12-31,Catalog Breadth: 219 SKUs (>= P70: 85),Frequency Momentum: -100.0% (<= -25.0%),High-Value Stable,DORMANT,High,Customer historically active across broad catalog (219 SKUs) shows declining order cadence (-100.0% recent order momentum).,May reflect consolidated bulk shipments rather than loss of underlying SKU demand.
2661,EMERGING_BROADENING,16758,2011-12-31,State: EMERGING (Tenure: 65 days),Breadth Growth: +100.0% unique SKUs,Unsegmented (Insufficient History),EMERGING,High,Recently acquired customer is expanding across product categories (+100.0% breadth in recent window).,Customer has insufficient longitudinal history (<2 orders or <90 days tenure). | Zero baseline in prior 90-day comparison window. | Early purchasing breadth may reflect initial sample exploration rather than recurring catalog demand.
2662,POSITIVE_MOMENTUM,16758,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),Unsegmented (Insufficient History),EMERGING,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Customer has insufficient longitudinal history (<2 orders or <90 days tenure). | Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
2663,EMERGING_BROADENING,16759,2011-12-31,State: EMERGING (Tenure: 30 days),Breadth Growth: +100.0% unique SKUs,Unsegmented (Insufficient History),EMERGING,High,Recently acquired customer is expanding across product categories (+100.0% breadth in recent window).,Customer has insufficient longitudinal history (<2 orders or <90 days tenure). | Zero baseline in prior 90-day comparison window. | Early purchasing breadth may reflect initial sample exploration rather than recurring catalog demand.
2664,POSITIVE_MOMENTUM,16759,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),Unsegmented (Insufficient History),EMERGING,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Customer has insufficient longitudinal history (<2 orders or <90 days tenure). | Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
2665,POSITIVE_MOMENTUM,16762,2011-12-31,Spend Momentum: +184.3% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),Emerging Engagement,ENGAGED,High,Customer shows synchronized double-digit expansion across recent 90d spend (+184.3%) and order volume (+100.0%).,Short-term seasonal order spikes can temporarily inflate momentum percentages.
2666,HIGH_FREQUENCY_LOW_VALUE,16764,2011-12-31,Order Frequency: 13 orders (>= P80: 8),AOV: 214.69 (<= P40: 233.82),High-Value Stable,ENGAGED,Low,Highly frequent ordering behavior (13 lifetime orders) paired with modest average basket value (214.69).,Fulfillment overhead per order may erode margin without minimum basket thresholds.
2667,POSITIVE_MOMENTUM,16764,2011-12-31,Spend Momentum: +156.7% (>= +25.0%),Order Momentum: +125.0% (>= +25.0%),High-Value Stable,ENGAGED,High,Customer shows synchronized double-digit expansion across recent 90d spend (+156.7%) and order volume (+125.0%).,Short-term seasonal order spikes can temporarily inflate momentum percentages.
2668,HIGH_VALUE_SOFTENING,16767,2011-12-31,"Historical Value: 8,056.76 (>= P80: 2,910.08)",Value Momentum: -57.5% (<= -25.0%),High-Value Stable,ENGAGED,High,"Customer is in the top spend quintile (spend 8,056.76) but experienced a -57.5% contraction in recent 90-day spend.",Contraction could be caused by lumpy wholesale purchase cycles.
2669,HIGH_FREQUENCY_LOW_VALUE,16768,2011-12-31,Order Frequency: 9 orders (>= P80: 8),AOV: 188.73 (<= P40: 233.82),High-Value Stable,ENGAGED,Low,Highly frequent ordering behavior (9 lifetime orders) paired with modest average basket value (188.73).,Fulfillment overhead per order may erode margin without minimum basket thresholds.
2670,HIGH_FREQUENCY_LOW_VALUE,16770,2011-12-31,Order Frequency: 9 orders (>= P80: 8),AOV: 197.66 (<= P40: 233.82),High-Value Stable,ENGAGED,Low,Highly frequent ordering behavior (9 lifetime orders) paired with modest average basket value (197.66).,Zero baseline in prior 90-day comparison window. | Fulfillment overhead per order may erode margin without minimum basket thresholds.
2671,POSITIVE_MOMENTUM,16770,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),High-Value Stable,ENGAGED,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
2672,POSITIVE_MOMENTUM,16771,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),High-Value Stable,ENGAGED,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
2673,HISTORICAL_VALUE_DORMANT,16772,2011-12-31,"Historical Value: 3,698.05 (>= P80: 2,910.08)",Inactivity: 423 days since last purchase (> 120d),Low-Activity / Long-Recency,DORMANT,High,"Tier-1 historical customer (3,698.05 total spend) has lapsed into dormancy with 423 days of elapsed inactivity.",Elevated customer reversal/return rate (>10% of total spend). | Zero baseline in prior 90-day comparison window. | Wholesaler may have discontinued lines or shifted supplier accounts entirely.
2674,POSITIVE_MOMENTUM,16773,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),Emerging Engagement,ENGAGED,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
2675,HIGH_FREQUENCY_LOW_VALUE,16774,2011-12-31,Order Frequency: 8 orders (>= P80: 8),AOV: 195.94 (<= P40: 233.82),Low-Activity / Long-Recency,SOFTENING,Low,Highly frequent ordering behavior (8 lifetime orders) paired with modest average basket value (195.94).,Fulfillment overhead per order may erode margin without minimum basket thresholds.
2676,BROAD_ENGAGEMENT_SOFTENING,16774,2011-12-31,Catalog Breadth: 89 SKUs (>= P70: 85),Frequency Momentum: -66.7% (<= -25.0%),Low-Activity / Long-Recency,SOFTENING,High,Customer historically active across broad catalog (89 SKUs) shows declining order cadence (-66.7% recent order momentum).,May reflect consolidated bulk shipments rather than loss of underlying SKU demand.
2677,HIGH_FREQUENCY_LOW_VALUE,16775,2011-12-31,Order Frequency: 16 orders (>= P80: 8),AOV: 176.30 (<= P40: 233.82),High-Value Stable,SOFTENING,Medium,Highly frequent ordering behavior (16 lifetime orders) paired with modest average basket value (176.30).,Fulfillment overhead per order may erode margin without minimum basket thresholds.
2678,BROAD_ENGAGEMENT_SOFTENING,16775,2011-12-31,Catalog Breadth: 132 SKUs (>= P70: 85),Frequency Momentum: -25.0% (<= -25.0%),High-Value Stable,SOFTENING,Low,Customer historically active across broad catalog (132 SKUs) shows declining order cadence (-25.0% recent order momentum).,May reflect consolidated bulk shipments rather than loss of underlying SKU demand.
2679,POSITIVE_MOMENTUM,16776,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),Emerging Engagement,ENGAGED,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
2680,POSITIVE_MOMENTUM,16777,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),Emerging Engagement,SOFTENING,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
2681,POSITIVE_MOMENTUM,16778,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),Emerging Engagement,SOFTENING,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
2682,POSITIVE_MOMENTUM,16779,2011-12-31,Spend Momentum: +98.6% (>= +25.0%),Order Momentum: +75.0% (>= +25.0%),High-Value Stable,ENGAGED,High,Customer shows synchronized double-digit expansion across recent 90d spend (+98.6%) and order volume (+75.0%).,Short-term seasonal order spikes can temporarily inflate momentum percentages.
2683,POSITIVE_MOMENTUM,16782,2011-12-31,Spend Momentum: +116.8% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),High-Value Stable,ENGAGED,High,Customer shows synchronized double-digit expansion across recent 90d spend (+116.8%) and order volume (+100.0%).,Short-term seasonal order spikes can temporarily inflate momentum percentages.
2684,POSITIVE_MOMENTUM,16784,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),Emerging Engagement,ENGAGED,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
2685,BROAD_ENGAGEMENT_SOFTENING,16788,2011-12-31,Catalog Breadth: 348 SKUs (>= P70: 85),Frequency Momentum: -100.0% (<= -25.0%),Low-Activity / Long-Recency,DORMANT,High,Customer historically active across broad catalog (348 SKUs) shows declining order cadence (-100.0% recent order momentum).,May reflect consolidated bulk shipments rather than loss of underlying SKU demand.
2686,EMERGING_BROADENING,16789,2011-12-31,State: EMERGING (Tenure: 8 days),Breadth Growth: +100.0% unique SKUs,Unsegmented (Insufficient History),EMERGING,High,Recently acquired customer is expanding across product categories (+100.0% breadth in recent window).,Customer has insufficient longitudinal history (<2 orders or <90 days tenure). | Zero baseline in prior 90-day comparison window. | Early purchasing breadth may reflect initial sample exploration rather than recurring catalog demand.
2687,POSITIVE_MOMENTUM,16789,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),Unsegmented (Insufficient History),EMERGING,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Customer has insufficient longitudinal history (<2 orders or <90 days tenure). | Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
2688,EMERGING_BROADENING,16790,2011-12-31,State: EMERGING (Tenure: 37 days),Breadth Growth: +100.0% unique SKUs,Unsegmented (Insufficient History),EMERGING,High,Recently acquired customer is expanding across product categories (+100.0% breadth in recent window).,Customer has insufficient longitudinal history (<2 orders or <90 days tenure). | Zero baseline in prior 90-day comparison window. | Early purchasing breadth may reflect initial sample exploration rather than recurring catalog demand.
